chrom	length	bases	mean	min	max
chr1	438509360	7966808451	18.17	0	3597
chr2	364343143	6588478681	18.08	0	8807
chr3	266229956	4768276038	17.91	0	3207
chr4	220577908	3948497787	17.90	0	5136
chr5	145831796	2523314404	17.30	0	1240
chr6	103347851	1761769539	17.05	0	1420
chr7	30195766	545750804	18.07	0	3029
chr8	25616936	487339939	19.02	0	10570
chr9	25286039	452827988	17.91	0	2836
chr10	24430297	493476643	20.20	0	9416
chr11	22723820	416810999	18.34	0	1770
chr12	22329172	410646331	18.39	0	10232
chr13	19757143	349122097	17.67	0	423
chr14	11916412	186153197	15.62	0	2250
chr15	7845892	119109738	15.18	0	283
chr16	4331440	48272690	11.14	0	3831
chrZ	173016623	2148275321	12.42	0	7778
total	1906289554	33214930647	17.42	0	10570
