chrom	length	bases	mean	min	max
chr1	439018779	28887499922	65.80	0	8576
chr2	375143852	24627478526	65.65	0	22164
chr3	267871518	17434267319	65.08	0	12359
chr4	220543031	14342914732	65.03	0	25034
chr5	146002398	9372263411	64.19	0	4057
chr6	106234579	6712983965	63.19	0	16530
chr7	30861697	1991633992	64.53	0	2087
chr8	25217042	1635909536	64.87	0	2826
chr9	30079015	1972238326	65.57	0	6721
chr10	23601959	1819483806	77.09	0	5121
chr11	26597827	1652493435	62.13	0	1407
chr12	16702216	1073462641	64.27	0	8482
chr13	19555937	1258880659	64.37	0	2032
chr14	11861178	712057344	60.03	0	3074
chr15	11548905	1486674263	128.73	0	6017
chrZ	168707545	11296429493	66.96	0	5368
total	1919547478	126276671370	65.78	0	25034
