chrom	length	bases	mean	min	max
chr1	438509360	7318784725	16.69	0	3187
chr2	364343143	6030907510	16.55	0	9652
chr3	266229956	4397052110	16.52	0	3211
chr4	220577908	3600797165	16.32	0	4950
chr5	145831796	2314784040	15.87	0	984
chr6	103347851	1605189191	15.53	0	775
chr7	30195766	491914233	16.29	0	1970
chr8	25616936	436754312	17.05	0	6613
chr9	25286039	412070511	16.30	0	2484
chr10	24430297	378187089	15.48	0	1313
chr11	22723820	376050723	16.55	0	1911
chr12	22329172	370640470	16.60	0	6539
chr13	19757143	309662881	15.67	0	248
chr14	11916412	163997846	13.76	0	1771
chr15	7845892	103048592	13.13	0	138
chr16	4331440	39894602	9.21	0	2823
chrZ	173016623	3113327864	17.99	0	6575
total	1906289554	31463063864	16.50	0	9652
