chrom	length	bases	mean	min	max
chr1	439018779	8398185267	19.13	0	4490
chr2	375143852	7176191497	19.13	0	12620
chr3	267871518	5056226205	18.88	0	3384
chr4	220543031	4159630469	18.86	0	13101
chr5	146002398	2719348448	18.63	0	1576
chr6	106234579	1963436151	18.48	0	6471
chr7	30861697	583844236	18.92	0	962
chr8	25217042	480842973	19.07	0	1797
chr9	30079015	587191816	19.52	0	3260
chr10	23601959	590350590	25.01	0	3426
chr11	26597827	480452827	18.06	0	532
chr12	16702216	325478412	19.49	0	4946
chr13	19555937	374209710	19.14	0	566
chr14	11861178	211493113	17.83	0	1151
chr15	11548905	503547205	43.60	0	2951
chrZ	168707545	3354490350	19.88	0	3417
total	1919547478	36964919269	19.26	0	13101
