chrom	length	bases	mean	min	max
chr1	439018779	9112179348	20.76	0	4436
chr2	375143852	7763000847	20.69	0	11776
chr3	267871518	5500394227	20.53	0	3961
chr4	220543031	4518869030	20.49	0	12078
chr5	146002398	2964483386	20.30	0	1753
chr6	106234579	2111196659	19.87	0	6687
chr7	30861697	629785937	20.41	0	963
chr8	25217042	517900755	20.54	0	1811
chr9	30079015	625829079	20.81	0	3964
chr10	23601959	607455826	25.74	0	2777
chr11	26597827	518610414	19.50	0	527
chr12	16702216	344611504	20.63	0	8256
chr13	19555937	400182629	20.46	0	727
chr14	11861178	223105790	18.81	0	1114
chr15	11548905	541366946	46.88	0	3163
chrZ	168707545	3616470516	21.44	0	2789
total	1919547478	39995442893	20.84	0	12078
