chrom	length	bases	mean	min	max
chr1	434526931	9310092437	21.43	0	4582
chr2	381225800	7593739294	19.92	0	6938
chr3	268276564	5466874529	20.38	0	2774
chr4	218045602	4593265156	21.07	0	2302
chr5	142905876	2934106620	20.53	0	2637
chr6	106938139	2197021392	20.54	0	1925
chr7	42362139	693707477	16.38	0	1450
chr8	34083018	566572930	16.62	0	1653
chr9	30848814	733613427	23.78	0	1806
chr10	28798323	540890986	18.78	0	1101
chr11	28504944	578558784	20.30	0	2977
chr12	23795472	401078458	16.86	0	4151
chr13	19560250	489139515	25.01	0	380
chr14	16934482	285070021	16.83	0	1101
chr15	16659334	268673693	16.13	0	2999
chrZ	171188827	1906370586	11.14	0	4014
scaffold_17	8602431	66158945	7.69	0	2057
scaffold_18	5896640	1148693	0.19	0	277
scaffold_19	3578573	3104530	0.87	0	813
scaffold_20	3463715	4584426	1.32	0	900
scaffold_21	2653684	12803560	4.82	0	1717
scaffold_22	2594236	11028064	4.25	0	1210
scaffold_23	2401630	727620	0.30	0	244
scaffold_24	2227603	15701514	7.05	0	132
scaffold_25	2202738	2617442	1.19	0	1200
scaffold_26	2177833	909844	0.42	0	649
scaffold_27	2141302	1713067	0.80	0	1829
scaffold_28	2117275	35814439	16.92	0	1549
scaffold_29	1993315	9412012	4.72	0	6723
scaffold_30	1963441	2304323	1.17	0	2726
scaffold_31	1903766	3666153	1.93	0	4275
scaffold_32	1891392	4313247	2.28	0	808
scaffold_33	1859776	2132374	1.15	0	637
scaffold_34	1787999	1187	0.00	0	5
scaffold_35	1751308	16697238	9.53	0	139
scaffold_36	1660000	5265226	3.17	0	3817
scaffold_37	1534483	15435951	10.06	0	1437
scaffold_38	1527826	32863935	21.51	0	1714
scaffold_39	1505925	14854364	9.86	0	153
scaffold_40	1478730	274944	0.19	0	121
scaffold_41	1436034	15704828	10.94	0	973
scaffold_42	1377455	16896346	12.27	0	90
scaffold_43	1343551	12826546	9.55	0	1491
scaffold_44	1304300	13449196	10.31	0	1121
scaffold_45	1257125	5524633	4.39	0	2458
scaffold_46	1222163	646753	0.53	0	318
scaffold_47	1141902	2686935	2.35	0	680
scaffold_48	1095069	529134	0.48	0	1789
scaffold_49	1086189	6237283	5.74	0	293
scaffold_50	1081135	18471394	17.09	0	1081
scaffold_51	998428	5787705	5.80	0	477
scaffold_52	990424	13895831	14.03	0	597
scaffold_53	984522	868050	0.88	0	1971
scaffold_54	970918	246848	0.25	0	175
scaffold_55	940026	27657656	29.42	0	1558
scaffold_56	934443	1266739	1.36	0	489
scaffold_57	930907	7132804	7.66	0	667
scaffold_58	922701	4637317	5.03	0	134
scaffold_59	917863	2527443	2.75	0	86
scaffold_60	912060	1872803	2.05	0	621
scaffold_61	904647	2135423	2.36	0	276
scaffold_62	884248	9542988	10.79	0	96
scaffold_63	867928	525869	0.61	0	262
scaffold_64	841645	175584	0.21	0	261
scaffold_65	832083	240125	0.29	0	208
scaffold_66	826999	106349	0.13	0	59
scaffold_67	823448	17643333	21.43	0	520
scaffold_68	810612	1239264	1.53	0	370
scaffold_69	793079	3779204	4.77	0	1161
scaffold_70	782272	11908964	15.22	0	365
scaffold_71	766061	806436	1.05	0	340
scaffold_72	730958	810344	1.11	0	385
scaffold_73	720968	2222311	3.08	0	600
scaffold_74	694750	1351931	1.95	0	690
scaffold_75	682876	269850	0.40	0	256
scaffold_76	675224	2913	0.00	0	8
scaffold_77	648781	10869721	16.75	0	1177
scaffold_78	647957	6305143	9.73	0	122
scaffold_79	644743	2127814	3.30	0	779
scaffold_80	643888	528777	0.82	0	952
scaffold_81	641836	270079	0.42	0	198
scaffold_82	641623	160361	0.25	0	306
scaffold_83	632156	3809220	6.03	0	105
scaffold_84	618935	506124	0.82	0	220
scaffold_85	608512	6890563	11.32	0	882
scaffold_86	599561	289101	0.48	0	843
scaffold_87	597950	593663	0.99	0	156
scaffold_88	593645	11301890	19.04	0	99
scaffold_89	589793	102988	0.17	0	133
scaffold_90	587799	500047	0.85	0	350
scaffold_91	579954	6267138	10.81	0	100
scaffold_92	575435	45964	0.08	0	138
scaffold_93	574812	122947	0.21	0	192
scaffold_94	573203	414182	0.72	0	208
scaffold_95	571820	8823209	15.43	0	516
scaffold_96	569116	1103044	1.94	0	510
scaffold_97	566767	5012548	8.84	0	65
scaffold_98	562264	179693	0.32	0	156
scaffold_99	552607	1324997	2.40	0	106
scaffold_100	552600	303945	0.55	0	299
scaffold_101	551962	2304157	4.17	0	409
scaffold_102	538660	5791767	10.75	0	2245
scaffold_103	529121	233469	0.44	0	173
scaffold_104	524994	5461836	10.40	0	137
scaffold_105	510983	300	0.00	0	2
scaffold_106	487615	2827951	5.80	0	1414
scaffold_107	486710	8543758	17.55	0	335
scaffold_108	477535	3331260	6.98	0	84
scaffold_109	476316	22851	0.05	0	34
scaffold_110	473572	7708	0.02	0	14
scaffold_111	472568	512449	1.08	0	558
scaffold_112	464128	171445	0.37	0	211
scaffold_113	434512	6996	0.02	0	18
scaffold_114	428327	291940	0.68	0	546
scaffold_115	426002	15709	0.04	0	47
scaffold_116	425001	1080524	2.54	0	191
scaffold_117	421247	578506	1.37	0	289
scaffold_118	417582	109986	0.26	0	83
scaffold_119	414965	8425234	20.30	0	102
scaffold_120	412321	953306	2.31	0	728
scaffold_121	411527	3657967	8.89	0	80
