chrom	length	bases	mean	min	max
chr1	434526931	8382860847	19.29	0	403
chr2	381225800	6858021305	17.99	0	538
chr3	268276564	5005325322	18.66	0	287
chr4	218045602	4112981042	18.86	0	346
chr5	142905876	2648800155	18.54	0	234
chr6	106938139	1890123989	17.67	0	234
chr7	42362139	566341792	13.37	0	305
chr8	34083018	456510292	13.39	0	393
chr9	30848814	552276625	17.90	0	498
chr10	28798323	423768902	14.72	0	448
chr11	28504944	465961344	16.35	0	243
chr12	23795472	287894058	12.10	0	366
chr13	19560250	357040773	18.25	0	191
chr14	16934482	194483853	11.48	0	150
chr15	16659334	176388923	10.59	0	535
chrZ	171188827	3170650035	18.52	0	2445
scaffold_17	8602431	1726999	0.20	0	46
scaffold_18	5896640	2362701	0.40	0	54
scaffold_19	3578573	5424410	1.52	0	94
scaffold_20	3463715	1526973	0.44	0	42
scaffold_21	2653684	898610	0.34	0	45
scaffold_22	2594236	596898	0.23	0	57
scaffold_23	2401630	92832	0.04	0	28
scaffold_24	2227603	300445	0.13	0	21
scaffold_25	2202738	369262	0.17	0	31
scaffold_26	2177833	570096	0.26	0	121
scaffold_27	2141302	1858462	0.87	0	69
scaffold_28	2117275	734489	0.35	0	34
scaffold_29	1993315	4635841	2.33	0	168
scaffold_30	1963441	122451	0.06	0	38
scaffold_31	1903766	5596369	2.94	0	91
scaffold_32	1891392	6215580	3.29	0	129
scaffold_33	1859776	546033	0.29	0	37
scaffold_34	1787999	300	0.00	0	2
scaffold_35	1751308	20724809	11.83	0	152
scaffold_36	1660000	3125254	1.88	0	86
scaffold_37	1534483	485904	0.32	0	33
scaffold_38	1527826	739764	0.48	0	52
scaffold_39	1505925	612687	0.41	0	33
scaffold_40	1478730	657815	0.44	0	57
scaffold_41	1436034	254502	0.18	0	22
scaffold_42	1377455	21582045	15.67	0	80
scaffold_43	1343551	167438	0.12	0	16
scaffold_44	1304300	5555750	4.26	0	47
scaffold_45	1257125	359271	0.29	0	30
scaffold_46	1222163	53991	0.04	0	13
scaffold_47	1141902	1293736	1.13	0	47
scaffold_48	1095069	626838	0.57	0	49
scaffold_49	1086189	136828	0.13	0	23
scaffold_50	1081135	208712	0.19	0	27
scaffold_51	998428	70466	0.07	0	15
scaffold_52	990424	8776267	8.86	0	48
scaffold_53	984522	331446	0.34	0	46
scaffold_54	970918	1332095	1.37	0	49
scaffold_55	940026	385650	0.41	0	47
scaffold_56	934443	21118	0.02	0	12
