chrom	length	bases	mean	min	max
chr1	434526931	26982397898	62.10	0	2633
chr2	381225800	22495834374	59.01	0	9283
chr3	268276564	16027890671	59.74	0	5239
chr4	218045602	13390974616	61.41	0	5767
chr5	142905876	8575196863	60.01	0	3810
chr6	106938139	6171563600	57.71	0	17080
chr7	42362139	1888295387	44.58	0	2223
chr8	34083018	1533004120	44.98	0	1652
chr9	30848814	1879382133	60.92	0	4248
chr10	28798323	1435556390	49.85	0	732
chr11	28504944	1589057114	55.75	0	1824
chr12	23795472	1006280454	42.29	0	6139
chr13	19560250	1227839329	62.77	0	585
chr14	16934482	675070082	39.86	0	1033
chr15	16659334	677048473	40.64	0	1959
chrZ	171188827	10093496474	58.96	0	4803
scaffold_17	8602431	33797599	3.93	0	2253
scaffold_18	5896640	2490384	0.42	0	777
scaffold_19	3578573	24771817	6.92	0	1848
scaffold_20	3463715	6061862	1.75	0	1312
scaffold_21	2653684	13400710	5.05	0	1728
scaffold_22	2594236	8649938	3.33	0	1021
scaffold_23	2401630	2292030	0.95	0	801
scaffold_24	2227603	5377741	2.41	0	293
scaffold_25	2202738	5620467	2.55	0	959
scaffold_26	2177833	2488054	1.14	0	2405
scaffold_27	2141302	1506645	0.70	0	871
scaffold_28	2117275	23868583	11.27	0	923
scaffold_29	1993315	4599357	2.31	0	2542
scaffold_30	1963441	3598460	1.83	0	805
scaffold_31	1903766	7891291	4.15	0	1000
scaffold_32	1891392	8658724	4.58	0	1044
scaffold_33	1859776	2281383	1.23	0	438
scaffold_34	1787999	321	0.00	0	2
scaffold_35	1751308	76170121	43.49	0	1095
scaffold_36	1660000	5847285	3.52	0	748
scaffold_37	1534483	14728410	9.60	0	1195
scaffold_38	1527826	20098790	13.16	0	896
scaffold_39	1505925	5306440	3.52	0	188
scaffold_40	1478730	374880	0.25	0	350
scaffold_41	1436034	5014128	3.49	0	379
scaffold_42	1377455	78050831	56.66	0	466
scaffold_43	1343551	2319812	1.73	0	178
scaffold_44	1304300	22332857	17.12	0	1401
scaffold_45	1257125	5816001	4.63	0	1603
scaffold_46	1222163	4699573	3.85	0	1153
scaffold_47	1141902	1964041	1.72	0	281
scaffold_48	1095069	250509	0.23	0	182
scaffold_49	1086189	2132791	1.96	0	200
scaffold_50	1081135	5937417	5.49	0	469
scaffold_51	998428	1333405	1.34	0	283
scaffold_52	990424	32683465	33.00	0	396
scaffold_53	984522	880220	0.89	0	655
scaffold_54	970918	475134	0.49	0	464
scaffold_55	940026	11924909	12.69	0	1364
scaffold_56	934443	1271573	1.36	0	487
scaffold_57	930907	1428569	1.53	0	163
scaffold_58	922701	32173562	34.87	0	866
scaffold_59	917863	517656	0.56	0	130
scaffold_60	912060	373841	0.41	0	274
scaffold_61	904647	11161502	12.34	0	2912
scaffold_62	884248	2033760	2.30	0	207
scaffold_63	867928	337052	0.39	0	131
scaffold_64	841645	632237	0.75	0	448
scaffold_65	832083	231926	0.28	0	89
scaffold_66	826999	184015	0.22	0	85
scaffold_67	823448	49682590	60.33	0	1106
scaffold_68	810612	1629115	2.01	0	395
scaffold_69	793079	2438199	3.07	0	701
scaffold_70	782272	38442367	49.14	0	176
scaffold_71	766061	827823	1.08	0	226
scaffold_72	730958	1075697	1.47	0	818
scaffold_73	720968	938443	1.30	0	724
scaffold_74	694750	848762	1.22	0	332
scaffold_75	682876	127148	0.19	0	74
scaffold_76	675224	1634	0.00	0	3
scaffold_77	648781	6156310	9.49	0	898
scaffold_78	647957	1770944	2.73	0	209
scaffold_79	644743	2374030	3.68	0	640
scaffold_80	643888	192464	0.30	0	176
scaffold_81	641836	268733	0.42	0	150
scaffold_82	641623	248482	0.39	0	151
scaffold_83	632156	1065998	1.69	0	158
scaffold_84	618935	226734	0.37	0	317
scaffold_85	608512	4649933	7.64	0	714
scaffold_86	599561	114262	0.19	0	233
scaffold_87	597950	1305909	2.18	0	325
scaffold_88	593645	28967024	48.80	0	321
scaffold_89	589793	290419	0.49	0	170
scaffold_90	587799	834550	1.42	0	385
scaffold_91	579954	1293616	2.23	0	200
scaffold_92	575435	26501	0.05	0	38
scaffold_93	574812	300	0.00	0	2
scaffold_94	573203	373710	0.65	0	145
scaffold_95	571820	15495141	27.10	0	962
scaffold_96	569116	779728	1.37	0	236
scaffold_97	566767	22991188	40.57	0	510
scaffold_98	562264	693719	1.23	0	1134
scaffold_99	552607	3254401	5.89	0	122
scaffold_100	552600	113867	0.21	0	102
scaffold_101	551962	506110	0.92	0	420
scaffold_102	538660	10605195	19.69	0	361
scaffold_103	529121	373798	0.71	0	145
scaffold_104	524994	1366434	2.60	0	190
scaffold_105	510983	2968	0.01	0	6
scaffold_106	487615	1660308	3.40	0	450
scaffold_107	486710	14673001	30.15	0	208
scaffold_108	477535	1141673	2.39	0	248
scaffold_109	476316	48443	0.10	0	91
scaffold_110	473572	93111	0.20	0	188
scaffold_111	472568	501598	1.06	0	338
scaffold_112	464128	138476	0.30	0	84
scaffold_113	434512	28887	0.07	0	52
scaffold_114	428327	62475	0.15	0	110
scaffold_115	426002	10674	0.03	0	49
scaffold_116	425001	1620347	3.81	0	213
scaffold_117	421247	282712	0.67	0	179
scaffold_118	417582	224710	0.54	0	292
scaffold_119	414965	20552612	49.53	0	206
scaffold_120	412321	1405470	3.41	0	375
scaffold_121	411527	698819	1.70	0	167
scaffold_122	410311	12785	0.03	0	18
scaffold_123	408673	666744	1.63	0	120
scaffold_124	403770	5864	0.01	0	10
scaffold_125	386874	55985	0.14	0	89
scaffold_126	386683	3335622	8.63	0	726
scaffold_127	384542	4732	0.01	0	14
scaffold_128	384535	20379913	53.00	0	259
scaffold_130	377893	778942	2.06	0	239
