chrom	length	bases	mean	min	max
chr1	434526931	8609925969	19.81	0	970
chr2	381225800	7193135193	18.87	0	4654
chr3	268276564	5120277020	19.09	0	2441
chr4	218045602	4262189129	19.55	0	2504
chr5	142905876	2741437375	19.18	0	1801
chr6	106938139	1969847195	18.42	0	5583
chr7	42362139	602626306	14.23	0	914
chr8	34083018	487939463	14.32	0	461
chr9	30848814	597886330	19.38	0	1758
chr10	28798323	457413974	15.88	0	200
chr11	28504944	504586930	17.70	0	770
chr12	23795472	322743914	13.56	0	3497
chr13	19560250	392042211	20.04	0	175
chr14	16934482	213414948	12.60	0	397
chr15	16659334	237773231	14.27	0	893
chrZ	171188827	3234408399	18.89	0	1576
scaffold_17	8602431	11554784	1.34	0	1013
scaffold_18	5896640	893148	0.15	0	402
scaffold_19	3578573	8657693	2.42	0	793
scaffold_20	3463715	2552556	0.74	0	434
scaffold_21	2653684	5157483	1.94	0	734
scaffold_22	2594236	3157287	1.22	0	498
scaffold_23	2401630	760423	0.32	0	276
scaffold_24	2227603	1693645	0.76	0	75
scaffold_25	2202738	2604893	1.18	0	513
scaffold_26	2177833	896165	0.41	0	1089
scaffold_27	2141302	530775	0.25	0	411
scaffold_28	2117275	10794410	5.10	0	627
scaffold_29	1993315	1598692	0.80	0	1035
scaffold_30	1963441	1125210	0.57	0	304
scaffold_31	1903766	2490214	1.31	0	386
scaffold_32	1891392	3151713	1.67	0	491
scaffold_33	1859776	1260145	0.68	0	210
scaffold_35	1751308	24753962	14.13	0	345
scaffold_36	1660000	2344912	1.41	0	231
scaffold_37	1534483	6157838	4.01	0	608
scaffold_38	1527826	8254045	5.40	0	492
scaffold_39	1505925	1678690	1.11	0	65
scaffold_40	1478730	130924	0.09	0	191
scaffold_41	1436034	1799096	1.25	0	257
scaffold_42	1377455	25170147	18.27	0	162
scaffold_43	1343551	723832	0.54	0	67
scaffold_44	1304300	7233076	5.55	0	514
scaffold_45	1257125	2613313	2.08	0	790
scaffold_46	1222163	1726522	1.41	0	435
scaffold_47	1141902	739813	0.65	0	96
scaffold_48	1095069	68976	0.06	0	44
scaffold_49	1086189	707828	0.65	0	75
scaffold_50	1081135	2332101	2.16	0	247
scaffold_51	998428	509057	0.51	0	152
scaffold_52	990424	10892936	11.00	0	183
scaffold_53	984522	270487	0.27	0	221
scaffold_54	970918	214574	0.22	0	179
scaffold_55	940026	4452643	4.74	0	436
scaffold_56	934443	509058	0.54	0	254
scaffold_57	930907	452974	0.49	0	106
scaffold_58	922701	5473782	5.93	0	496
scaffold_59	917863	159398	0.17	0	49
scaffold_60	912060	226212	0.25	0	154
scaffold_61	904647	4082691	4.51	0	1516
scaffold_62	884248	624956	0.71	0	103
scaffold_63	867928	103350	0.12	0	44
scaffold_64	841645	220619	0.26	0	155
scaffold_65	832083	104951	0.13	0	40
scaffold_66	826999	83210	0.10	0	46
scaffold_67	823448	16071543	19.52	0	418
scaffold_68	810612	840118	1.04	0	146
scaffold_69	793079	1188587	1.50	0	260
scaffold_70	782272	12323061	15.75	0	165
scaffold_71	766061	324875	0.42	0	82
scaffold_72	730958	443983	0.61	0	334
scaffold_73	720968	480425	0.67	0	324
scaffold_74	694750	357083	0.51	0	152
scaffold_75	682876	42464	0.06	0	26
scaffold_76	675224	895	0.00	0	2
scaffold_77	648781	2375970	3.66	0	493
scaffold_78	647957	552635	0.85	0	54
scaffold_79	644743	964853	1.50	0	310
scaffold_80	643888	65038	0.10	0	76
scaffold_81	641836	98664	0.15	0	72
scaffold_82	641623	103363	0.16	0	91
scaffold_83	632156	345079	0.55	0	72
scaffold_84	618935	66372	0.11	0	83
scaffold_85	608512	1833640	3.01	0	355
scaffold_86	599561	53091	0.09	0	96
scaffold_87	597950	447407	0.75	0	113
scaffold_88	593645	9142738	15.40	0	147
scaffold_89	589793	116161	0.20	0	110
scaffold_90	587799	312226	0.53	0	151
scaffold_91	579954	393028	0.68	0	50
scaffold_92	575435	9969	0.02	0	14
scaffold_93	574812	46	0.00	0	2
scaffold_94	573203	123950	0.22	0	44
scaffold_95	571820	4858098	8.50	0	464
scaffold_96	569116	319845	0.56	0	111
scaffold_97	566767	7356817	12.98	0	158
scaffold_98	562264	269155	0.48	0	461
scaffold_99	552607	1023653	1.85	0	48
scaffold_100	552600	57023	0.10	0	66
scaffold_101	551962	177757	0.32	0	240
scaffold_102	538660	4050581	7.52	0	192
scaffold_103	529121	141654	0.27	0	75
scaffold_104	524994	427298	0.81	0	72
scaffold_105	510983	2375	0.00	0	9
scaffold_106	487615	567161	1.16	0	145
scaffold_107	486710	4507585	9.26	0	74
scaffold_108	477535	378213	0.79	0	77
scaffold_109	476316	12520	0.03	0	26
scaffold_110	473572	24601	0.05	0	62
scaffold_111	472568	189252	0.40	0	136
scaffold_112	464128	46013	0.10	0	28
scaffold_113	434512	11376	0.03	0	20
scaffold_114	428327	36044	0.08	0	68
scaffold_115	426002	3858	0.01	0	17
scaffold_116	425001	521351	1.23	0	78
scaffold_117	421247	102636	0.24	0	73
scaffold_118	417582	79362	0.19	0	86
scaffold_119	414965	6560336	15.81	0	62
scaffold_120	412321	601281	1.46	0	169
scaffold_121	411527	233243	0.57	0	75
scaffold_122	410311	4986	0.01	0	8
scaffold_123	408673	212127	0.52	0	42
scaffold_124	403770	2242	0.01	0	6
scaffold_125	386874	15016	0.04	0	24
scaffold_126	386683	1091086	2.82	0	268
scaffold_127	384542	1456	0.00	0	6
scaffold_128	384535	6562044	17.06	0	87
scaffold_130	377893	255661	0.68	0	111
scaffold_131	371774	5633019	15.15	0	124
scaffold_132	370701	7439	0.02	0	12
scaffold_133	369452	1925595	5.21	0	599
scaffold_134	369357	90988	0.25	0	46
scaffold_135	363025	37289	0.10	0	31
scaffold_136	362827	48458	0.13	0	53
scaffold_137	361309	238729	0.66	0	163
scaffold_138	361307	2943	0.01	0	9
scaffold_139	361075	122378	0.34	0	42
scaffold_140	360845	1444	0.00	0	2
scaffold_141	355646	401874	1.13	0	1331
scaffold_143	351123	83	0.00	0	2
scaffold_144	349397	1508055	4.32	0	95
scaffold_146	341776	145636	0.43	0	157
scaffold_147	340558	128200	0.38	0	43
scaffold_148	340397	2718886	7.99	0	170
scaffold_149	338565	159552	0.47	0	28
scaffold_150	331634	557506	1.68	0	307
scaffold_152	321929	5902	0.02	0	19
scaffold_153	319818	3868	0.01	0	18
scaffold_155	317673	56235	0.18	0	108
scaffold_156	317429	12607	0.04	0	38
scaffold_157	314480	9150	0.03	0	38
scaffold_158	313413	1926466	6.15	0	879
scaffold_159	312155	336247	1.08	0	169
scaffold_160	308401	189007	0.61	0	53
scaffold_161	308107	2830339	9.19	0	65
scaffold_162	307127	528119	1.72	0	86
scaffold_163	306710	268544	0.88	0	73
scaffold_164	303353	88832	0.29	0	139
scaffold_166	300284	2588883	8.62	0	62
scaffold_167	299327	51808	0.17	0	25
scaffold_169	297747	3504	0.01	0	7
scaffold_170	296823	157468	0.53	0	34
scaffold_171	294268	16300	0.06	0	34
scaffold_172	292543	3111102	10.63	0	56
scaffold_173	292198	2004	0.01	0	6
scaffold_174	291683	72834	0.25	0	85
scaffold_175	289071	7707	0.03	0	23
scaffold_176	284263	561817	1.98	0	391
scaffold_179	273677	9543	0.03	0	19
scaffold_180	272495	2773	0.01	0	4
scaffold_181	272201	21480	0.08	0	20
scaffold_182	269380	2513665	9.33	0	61
scaffold_183	268932	600	0.00	0	2
scaffold_184	265838	17815	0.07	0	79
scaffold_187	259766	44	0.00	0	1
scaffold_189	255803	96948	0.38	0	42
scaffold_190	255030	40549	0.16	0	42
scaffold_191	254807	876	0.00	0	2
scaffold_192	250226	44648	0.18	0	100
scaffold_193	250204	3034024	12.13	0	51
scaffold_194	239700	2686	0.01	0	12
scaffold_195	234697	27085	0.12	0	40
scaffold_196	226946	17072	0.08	0	33
scaffold_197	226579	3527711	15.57	0	68
scaffold_198	226175	5898	0.03	0	36
scaffold_199	225761	207234	0.92	0	82
scaffold_200	225032	1693853	7.53	0	51
