chrom	length	bases	mean	min	max
chr1	434526931	5919336658	13.62	0	434
chr2	381225800	4879902579	12.80	0	496
chr3	268276564	3530731622	13.16	0	531
chr4	218045602	2905860530	13.33	0	241
chr5	142905876	1865081538	13.05	0	387
chr6	106938139	1340708661	12.54	0	358
chr7	42362139	403028095	9.51	0	147
chr8	34083018	323478147	9.49	0	186
chr9	30848814	396433242	12.85	0	195
chr10	28798323	302533206	10.51	0	131
chr11	28504944	330764805	11.60	0	137
chr12	23795472	207108092	8.70	0	109
chr13	19560250	255655129	13.07	0	114
chr14	16934482	139750680	8.25	0	97
chr15	16659334	141753286	8.51	0	371
chrZ	171188827	2240156101	13.09	0	1144
scaffold_17	8602431	884594	0.10	0	47
scaffold_18	5896640	1817852	0.31	0	73
scaffold_19	3578573	4611485	1.29	0	54
scaffold_20	3463715	821894	0.24	0	33
scaffold_21	2653684	275047	0.10	0	18
scaffold_22	2594236	257075	0.10	0	25
scaffold_23	2401630	58214	0.02	0	50
scaffold_24	2227603	169093	0.08	0	14
scaffold_25	2202738	230197	0.10	0	30
scaffold_26	2177833	543659	0.25	0	112
scaffold_27	2141302	1559442	0.73	0	63
scaffold_28	2117275	334363	0.16	0	43
scaffold_29	1993315	950447	0.48	0	138
scaffold_30	1963441	66341	0.03	0	16
scaffold_31	1903766	3471946	1.82	0	58
scaffold_32	1891392	1822049	0.96	0	49
scaffold_33	1859776	403701	0.22	0	37
scaffold_34	1787999	67	0.00	0	2
scaffold_35	1751308	15344336	8.76	0	160
scaffold_36	1660000	2201298	1.33	0	86
scaffold_37	1534483	143957	0.09	0	23
scaffold_38	1527826	96390	0.06	0	18
scaffold_39	1505925	285419	0.19	0	20
scaffold_40	1478730	677209	0.46	0	35
scaffold_41	1436034	111922	0.08	0	28
scaffold_42	1377455	15878869	11.53	0	63
scaffold_43	1343551	93777	0.07	0	17
scaffold_44	1304300	3785528	2.90	0	67
scaffold_45	1257125	160833	0.13	0	54
scaffold_46	1222163	40516	0.03	0	12
scaffold_47	1141902	550707	0.48	0	23
scaffold_48	1095069	92429	0.08	0	24
scaffold_49	1086189	72476	0.07	0	30
scaffold_50	1081135	56934	0.05	0	26
scaffold_51	998428	23943	0.02	0	10
scaffold_52	990424	6198917	6.26	0	42
scaffold_53	984522	523244	0.53	0	42
scaffold_54	970918	338880	0.35	0	33
scaffold_55	940026	78706	0.08	0	15
scaffold_56	934443	9268	0.01	0	5
scaffold_57	930907	53995	0.06	0	11
scaffold_58	922701	8493199	9.20	0	149
scaffold_59	917863	27187	0.03	0	19
scaffold_60	912060	42001	0.05	0	13
scaffold_61	904647	2494474	2.76	0	171
scaffold_62	884248	90192	0.10	0	16
scaffold_63	867928	127096	0.15	0	28
scaffold_64	841645	851519	1.01	0	244
scaffold_65	832083	142840	0.17	0	20
scaffold_66	826999	60819	0.07	0	19
scaffold_67	823448	10526744	12.78	0	44
scaffold_68	810612	324547	0.40	0	31
scaffold_69	793079	33924	0.04	0	17
scaffold_70	782272	8660196	11.07	0	39
scaffold_71	766061	953837	1.25	0	46
scaffold_72	730958	91047	0.12	0	16
scaffold_73	720968	223744	0.31	0	45
scaffold_74	694750	402018	0.58	0	25
scaffold_75	682876	233956	0.34	0	26
scaffold_77	648781	21743	0.03	0	19
scaffold_78	647957	54934	0.08	0	10
scaffold_79	644743	16848	0.03	0	16
scaffold_80	643888	66251	0.10	0	29
scaffold_81	641836	205247	0.32	0	21
scaffold_82	641623	66753	0.10	0	21
scaffold_83	632156	78632	0.12	0	25
scaffold_84	618935	5836	0.01	0	6
scaffold_85	608512	13836	0.02	0	12
scaffold_86	599561	33082	0.06	0	15
scaffold_87	597950	114542	0.19	0	44
scaffold_88	593645	5898061	9.94	0	39
scaffold_89	589793	432896	0.73	0	29
scaffold_90	587799	324596	0.55	0	23
scaffold_91	579954	44288	0.08	0	15
scaffold_92	575435	1707	0.00	0	6
scaffold_94	573203	183617	0.32	0	34
scaffold_95	571820	3417774	5.98	0	64
scaffold_96	569116	96978	0.17	0	19
scaffold_97	566767	4791946	8.45	0	87
scaffold_98	562264	900	0.00	0	2
scaffold_99	552607	911574	1.65	0	54
scaffold_100	552600	328199	0.59	0	40
scaffold_101	551962	15169	0.03	0	8
scaffold_102	538660	2231933	4.14	0	81
scaffold_103	529121	251877	0.48	0	26
scaffold_104	524994	44171	0.08	0	14
scaffold_105	510983	2596	0.01	0	8
scaffold_106	487615	34503	0.07	0	59
scaffold_107	486710	2860414	5.88	0	41
scaffold_108	477535	45190	0.09	0	13
scaffold_109	476316	1458	0.00	0	2
scaffold_110	473572	8884	0.02	0	23
scaffold_111	472568	24919	0.05	0	31
scaffold_112	464128	13433	0.03	0	14
scaffold_113	434512	5485	0.01	0	14
scaffold_114	428327	117414	0.27	0	22
scaffold_115	426002	269	0.00	0	1
scaffold_116	425001	32864	0.08	0	14
scaffold_117	421247	25748	0.06	0	28
scaffold_118	417582	8867	0.02	0	32
scaffold_119	414965	4309876	10.39	0	43
scaffold_120	412321	446522	1.08	0	37
scaffold_121	411527	21082	0.05	0	9
scaffold_122	410311	4101	0.01	0	7
scaffold_123	408673	23460	0.06	0	14
scaffold_125	386874	2374	0.01	0	5
scaffold_126	386683	38479	0.10	0	12
scaffold_127	384542	869	0.00	0	6
scaffold_128	384535	4568253	11.88	0	98
scaffold_130	377893	38436	0.10	0	23
scaffold_131	371774	3964389	10.66	0	46
scaffold_132	370701	24053	0.06	0	18
scaffold_133	369452	1506559	4.08	0	70
scaffold_134	369357	5900	0.02	0	4
scaffold_135	363025	64638	0.18	0	47
scaffold_136	362827	20229	0.06	0	21
scaffold_137	361309	5319	0.01	0	9
scaffold_138	361307	601	0.00	0	2
scaffold_139	361075	14684	0.04	0	13
scaffold_140	360845	600	0.00	0	4
scaffold_141	355646	21249	0.06	0	11
scaffold_143	351123	31	0.00	0	1
scaffold_144	349397	951263	2.72	0	38
scaffold_146	341776	600	0.00	0	2
scaffold_147	340558	308800	0.91	0	65
scaffold_148	340397	1762426	5.18	0	38
scaffold_149	338565	21408	0.06	0	10
scaffold_150	331634	749704	2.26	0	43
scaffold_152	321929	2083	0.01	0	8
scaffold_154	318873	34	0.00	0	1
scaffold_155	317673	9514	0.03	0	14
scaffold_156	317429	1200	0.00	0	1
scaffold_157	314480	594	0.00	0	4
scaffold_158	313413	32476	0.10	0	14
scaffold_159	312155	32489	0.10	0	20
scaffold_160	308401	11041	0.04	0	9
scaffold_161	308107	1954234	6.34	0	39
scaffold_162	307127	258045	0.84	0	79
scaffold_163	306710	23762	0.08	0	14
scaffold_164	303353	83460	0.28	0	18
scaffold_165	301187	293	0.00	0	1
scaffold_166	300284	1731332	5.77	0	35
scaffold_167	299327	115534	0.39	0	48
scaffold_169	297747	882	0.00	0	6
scaffold_170	296823	14194	0.05	0	8
scaffold_171	294268	46070	0.16	0	21
scaffold_172	292543	1984941	6.79	0	37
scaffold_174	291683	43444	0.15	0	25
scaffold_175	289071	10081	0.03	0	10
scaffold_176	284263	227998	0.80	0	30
scaffold_180	272495	42637	0.16	0	31
scaffold_181	272201	10562	0.04	0	9
scaffold_182	269380	1767248	6.56	0	41
scaffold_183	268932	627	0.00	0	2
scaffold_184	265838	1191	0.00	0	5
scaffold_189	255803	11461	0.04	0	6
scaffold_190	255030	117780	0.46	0	29
scaffold_191	254807	30	0.00	0	1
scaffold_192	250226	1200	0.00	0	6
scaffold_193	250204	1993407	7.97	0	39
scaffold_195	234697	275957	1.18	0	162
scaffold_196	226946	189188	0.83	0	25
scaffold_197	226579	2556583	11.28	0	39
scaffold_198	226175	10967	0.05	0	22
scaffold_199	225761	22722	0.10	0	14
scaffold_200	225032	1089571	4.84	0	37
scaffold_201	224975	1949375	8.66	0	41
scaffold_202	223132	1288351	5.77	0	69
scaffold_203	220366	639853	2.90	0	35
scaffold_204	219104	300	0.00	0	2
scaffold_206	215673	94147	0.44	0	22
scaffold_207	213671	34732	0.16	0	80
scaffold_209	209908	11177	0.05	0	8
scaffold_211	209284	8364	0.04	0	9
scaffold_212	207844	5605247	26.97	0	229
scaffold_213	203137	2512515	12.37	0	39
scaffold_217	199481	6758	0.03	0	8
scaffold_218	198762	1082401	5.45	0	51
scaffold_219	196943	1907970	9.69	0	44
scaffold_220	195249	1893554	9.70	0	40
scaffold_222	189271	39	0.00	0	1
scaffold_223	188911	31	0.00	0	1
scaffold_224	187788	294746	1.57	0	25
scaffold_225	186308	9651	0.05	0	35
scaffold_226	184860	787643	4.26	0	36
scaffold_227	184516	1476	0.01	0	6
scaffold_231	175432	544121	3.10	0	35
scaffold_232	173008	2130	0.01	0	6
scaffold_233	171644	16647	0.10	0	11
scaffold_234	170489	1542	0.01	0	5
scaffold_239	158967	1363516	8.58	0	36
scaffold_243	158192	2995	0.02	0	9
scaffold_244	158152	29761	0.19	0	143
scaffold_246	156028	975062	6.25	0	38
scaffold_247	155884	353066	2.26	0	35
scaffold_249	154259	920494	5.97	0	37
scaffold_250	149453	409553	2.74	0	40
scaffold_251	147965	1136002	7.68	0	85
scaffold_253	147505	547178	3.71	0	33
scaffold_254	146879	4800	0.03	0	18
scaffold_255	145848	17620	0.12	0	62
scaffold_256	145616	858307	5.89	0	49
scaffold_259	144121	637	0.00	0	2
scaffold_262	140610	2964	0.02	0	6
scaffold_268	137109	7393	0.05	0	6
scaffold_270	136931	766273	5.60	0	44
scaffold_271	136174	688238	5.05	0	34
scaffold_272	135704	185107	1.36	0	42
scaffold_273	135063	2828	0.02	0	4
scaffold_274	133653	81685	0.61	0	173
scaffold_276	133207	1921	0.01	0	5
scaffold_277	132175	791570	5.99	0	39
scaffold_278	131122	6813	0.05	0	7
scaffold_279	130948	210	0.00	0	2
scaffold_281	129669	75402	0.58	0	20
scaffold_283	127948	163124	1.27	0	141
scaffold_284	127938	8469	0.07	0	22
scaffold_287	124276	208264	1.68	0	534
scaffold_288	123547	300	0.00	0	2
scaffold_289	122028	252	0.00	0	2
scaffold_290	121544	1350811	11.11	0	47
scaffold_291	120716	75587	0.63	0	131
scaffold_292	119073	74810	0.63	0	17
scaffold_293	119068	6958	0.06	0	8
scaffold_295	117175	606547	5.18	0	35
scaffold_297	115199	174648	1.52	0	62
scaffold_301	112761	30910	0.27	0	18
scaffold_305	108249	8527	0.08	0	8
scaffold_312	102750	918305	8.94	0	40
scaffold_313	102258	250154	2.45	0	31
scaffold_317	100528	41306	0.41	0	211
scaffold_319	99952	289	0.00	0	2
scaffold_320	99843	1567	0.02	0	3
scaffold_324	97239	262228	2.70	0	151
scaffold_326	95790	3860	0.04	0	10
scaffold_328	95082	606711	6.38	0	44
scaffold_330	94790	35445	0.37	0	17
scaffold_332	94453	28261	0.30	0	16
scaffold_333	93463	456102	4.88	0	29
scaffold_337	93133	977330	10.49	0	35
scaffold_339	92259	1095048	11.87	0	54
scaffold_340	92177	63786	0.69	0	30
scaffold_342	91765	190104	2.07	0	59
scaffold_347	90639	45610	0.50	0	32
scaffold_350	89979	31168	0.35	0	35
scaffold_357	87024	526	0.01	0	2
scaffold_359	85880	40556	0.47	0	20
scaffold_361	84917	8612	0.10	0	11
scaffold_365	81933	38	0.00	0	1
scaffold_370	81535	2028	0.02	0	6
scaffold_377	80191	40064	0.50	0	18
scaffold_379	79556	5608	0.07	0	16
scaffold_383	78512	821333	10.46	0	42
scaffold_384	78255	11573	0.15	0	25
scaffold_386	77742	648543	8.34	0	36
scaffold_390	77018	75595	0.98	0	39
scaffold_392	76373	24667	0.32	0	104
scaffold_396	75916	152524	2.01	0	41
scaffold_400	75097	948744	12.63	0	33
scaffold_401	73974	4050	0.05	0	8
scaffold_404	73396	13485	0.18	0	18
scaffold_409	72103	4743	0.07	0	18
scaffold_419	69319	470504	6.79	0	43
scaffold_420	68952	93136	1.35	0	52
scaffold_421	68916	875	0.01	0	2
scaffold_424	68681	7025	0.10	0	8
scaffold_427	67806	81237	1.20	0	30
scaffold_428	67661	13319	0.20	0	12
scaffold_438	65176	93841	1.44	0	125
scaffold_444	64676	147697	2.28	0	26
scaffold_445	64668	538296	8.32	0	31
scaffold_447	64519	24450	0.38	0	25
scaffold_452	63854	22274	0.35	0	17
scaffold_454	63512	4170	0.07	0	6
scaffold_456	62777	42239	0.67	0	161
scaffold_457	62705	89073	1.42	0	22
scaffold_461	62428	2917	0.05	0	14
scaffold_466	62190	24413	0.39	0	18
scaffold_468	61747	38	0.00	0	2
scaffold_471	61620	491992	7.98	0	31
scaffold_476	60974	901	0.01	0	2
scaffold_478	60445	19307	0.32	0	22
scaffold_481	59996	455184	7.59	0	43
scaffold_489	58986	37	0.00	0	1
scaffold_490	58835	231606	3.94	0	33
scaffold_491	58808	300	0.01	0	2
scaffold_493	58543	20107	0.34	0	22
scaffold_496	58275	599	0.01	0	2
scaffold_500	57615	240655	4.18	0	33
scaffold_502	57561	300	0.01	0	2
scaffold_510	55719	4121	0.07	0	5
scaffold_514	55279	277	0.01	0	1
scaffold_515	55015	352095	6.40	0	33
scaffold_520	54525	91815	1.68	0	120
scaffold_521	54504	8592	0.16	0	19
scaffold_523	54462	644	0.01	0	2
scaffold_525	53919	288	0.01	0	1
scaffold_527	53668	34687	0.65	0	15
scaffold_528	53638	100863	1.88	0	23
scaffold_530	53429	8390	0.16	0	12
scaffold_534	52866	267777	5.07	0	34
scaffold_536	52691	437483	8.30	0	33
scaffold_543	51704	1314	0.03	0	9
scaffold_546	51290	300	0.01	0	2
scaffold_548	51140	621300	12.15	0	36
scaffold_549	50969	300	0.01	0	2
scaffold_553	50517	257472	5.10	0	134
scaffold_555	50416	187731	3.72	0	50
scaffold_561	49973	19418	0.39	0	14
scaffold_562	49804	5702	0.11	0	7
scaffold_566	49599	148336	2.99	0	35
scaffold_569	49311	511712	10.38	0	38
scaffold_570	49254	1199	0.02	0	3
scaffold_573	48995	24426	0.50	0	32
scaffold_575	48919	10376	0.21	0	7
scaffold_576	48856	17915	0.37	0	20
scaffold_581	48584	12231	0.25	0	12
scaffold_587	48418	154013	3.18	0	31
scaffold_589	48171	14759	0.31	0	50
scaffold_593	47962	26147	0.55	0	17
scaffold_597	47835	1350	0.03	0	4
scaffold_606	46961	7853	0.17	0	5
scaffold_607	46873	21761	0.46	0	18
scaffold_608	46800	3855	0.08	0	11
scaffold_610	46738	569232	12.18	0	34
scaffold_617	45955	59920	1.30	0	28
scaffold_628	45053	1188	0.03	0	4
scaffold_648	43461	704	0.02	0	4
scaffold_651	43361	147603	3.40	0	99
scaffold_657	43157	993	0.02	0	6
scaffold_658	43154	465791	10.79	0	38
scaffold_666	42794	42	0.00	0	2
scaffold_670	42499	473568	11.14	0	36
scaffold_683	41606	514505	12.37	0	33
scaffold_684	41603	6718	0.16	0	5
scaffold_687	41329	8530	0.21	0	12
scaffold_693	41134	2050	0.05	0	9
scaffold_694	41120	814	0.02	0	3
scaffold_701	40953	2401	0.06	0	10
scaffold_703	40768	5254	0.13	0	10
scaffold_708	40252	41459	1.03	0	42
scaffold_709	40251	218	0.01	0	2
scaffold_714	40035	9874	0.25	0	6
scaffold_720	39778	2184	0.05	0	10
scaffold_722	39636	81891	2.07	0	33
scaffold_729	39238	38	0.00	0	2
scaffold_734	39124	167649	4.29	0	68
scaffold_737	39008	4138	0.11	0	16
scaffold_738	38940	66752	1.71	0	68
scaffold_739	38851	362291	9.33	0	41
scaffold_742	38789	45743	1.18	0	42
scaffold_744	38782	123495	3.18	0	24
scaffold_745	38693	178996	4.63	0	27
scaffold_751	38496	300	0.01	0	2
scaffold_754	38425	286821	7.46	0	41
scaffold_760	38104	3204	0.08	0	6
scaffold_763	37685	291205	7.73	0	63
scaffold_764	37550	49095	1.31	0	31
scaffold_773	37127	419183	11.29	0	34
scaffold_774	37031	409419	11.06	0	42
scaffold_776	36942	8792	0.24	0	31
scaffold_780	36814	174706	4.75	0	25
scaffold_785	36564	421216	11.52	0	31
scaffold_788	36497	300	0.01	0	2
scaffold_800	36004	4039	0.11	0	20
scaffold_803	35761	25737	0.72	0	22
scaffold_807	35653	600	0.02	0	2
scaffold_808	35511	276040	7.77	0	30
scaffold_809	35480	3272	0.09	0	10
scaffold_818	34982	6339	0.18	0	8
scaffold_833	34472	91457	2.65	0	28
scaffold_853	33852	1719	0.05	0	3
scaffold_859	33426	596	0.02	0	2
scaffold_864	33258	53402	1.61	0	123
scaffold_880	32810	4604	0.14	0	17
scaffold_882	32798	126450	3.86	0	29
scaffold_883	32794	5618	0.17	0	9
scaffold_884	32779	68728	2.10	0	25
scaffold_885	32777	294906	9.00	0	32
scaffold_899	31855	10147	0.32	0	53
scaffold_903	31652	465750	14.71	0	36
scaffold_905	31584	18278	0.58	0	18
scaffold_907	31496	128852	4.09	0	26
scaffold_916	31224	2400	0.08	0	8
scaffold_923	30987	2544	0.08	0	5
scaffold_932	30438	261423	8.59	0	30
scaffold_941	30022	181613	6.05	0	33
scaffold_943	29973	590	0.02	0	2
scaffold_947	29725	316433	10.65	0	38
scaffold_964	29103	48635	1.67	0	18
scaffold_967	29003	160943	5.55	0	25
scaffold_970	28889	54649	1.89	0	30
scaffold_974	28715	20757	0.72	0	29
scaffold_976	28647	69536	2.43	0	26
scaffold_982	28286	3472	0.12	0	8
scaffold_985	28251	75652	2.68	0	37
scaffold_986	28235	600	0.02	0	2
scaffold_994	28037	44028	1.57	0	31
scaffold_997	27877	75436	2.71	0	35
scaffold_998	27874	2378	0.09	0	6
scaffold_1003	27785	290552	10.46	0	40
scaffold_1011	27659	1863145	67.36	0	294
scaffold_1026	26836	49777	1.85	0	31
scaffold_1030	26722	71835	2.69	0	27
scaffold_1036	26593	235840	8.87	0	42
scaffold_1038	26576	20953	0.79	0	18
scaffold_1039	26557	151	0.01	0	1
scaffold_1044	26404	147627	5.59	0	32
scaffold_1047	26328	322950	12.27	0	35
scaffold_1052	26165	6993	0.27	0	11
scaffold_1057	25896	4832	0.19	0	11
scaffold_1062	25741	91502	3.55	0	34
scaffold_1063	25720	98211	3.82	0	27
scaffold_1067	25507	2380	0.09	0	16
scaffold_1071	25468	300	0.01	0	2
scaffold_1074	25376	13810	0.54	0	22
scaffold_1084	24967	32516	1.30	0	20
scaffold_1087	24842	230583	9.28	0	34
scaffold_1089	24799	112256	4.53	0	30
