chrom	length	bases	mean	min	max
chr1	434526931	7933100621	18.26	0	1047
chr2	381225800	6637872810	17.41	0	4311
chr3	268276564	4699624639	17.52	0	2380
chr4	218045602	3915728145	17.96	0	2272
chr5	142905876	2514010580	17.59	0	1553
chr6	106938139	1817880162	17.00	0	5439
chr7	42362139	559378164	13.20	0	662
chr8	34083018	452436566	13.27	0	502
chr9	30848814	560872633	18.18	0	1524
chr10	28798323	423658309	14.71	0	273
chr11	28504944	467775562	16.41	0	705
chr12	23795472	303498642	12.75	0	2577
chr13	19560250	366650416	18.74	0	98
chr14	16934482	201717550	11.91	0	288
chr15	16659334	215129065	12.91	0	811
chrZ	171188827	2971245220	17.36	0	1814
scaffold_17	8602431	10925972	1.27	0	776
scaffold_18	5896640	791846	0.13	0	297
scaffold_19	3578573	8343982	2.33	0	694
scaffold_20	3463715	2580015	0.74	0	354
scaffold_21	2653684	6637788	2.50	0	960
scaffold_22	2594236	4109776	1.58	0	523
scaffold_23	2401630	778983	0.32	0	251
scaffold_24	2227603	1585503	0.71	0	97
scaffold_25	2202738	3438851	1.56	0	630
scaffold_26	2177833	706101	0.32	0	611
scaffold_27	2141302	485449	0.23	0	366
scaffold_28	2117275	12274418	5.80	0	682
scaffold_29	1993315	1435737	0.72	0	976
scaffold_30	1963441	1129877	0.58	0	299
scaffold_31	1903766	2670930	1.40	0	317
scaffold_32	1891392	3087589	1.63	0	469
scaffold_33	1859776	1697908	0.91	0	348
scaffold_34	1787999	38	0.00	0	2
scaffold_35	1751308	23598734	13.47	0	782
scaffold_36	1660000	1983682	1.19	0	250
scaffold_37	1534483	7380620	4.81	0	647
scaffold_38	1527826	9935080	6.50	0	490
scaffold_39	1505925	1593439	1.06	0	58
scaffold_40	1478730	160148	0.11	0	195
scaffold_41	1436034	2033831	1.42	0	198
scaffold_42	1377455	23975113	17.41	0	146
scaffold_43	1343551	693046	0.52	0	66
scaffold_44	1304300	7618447	5.84	0	709
scaffold_45	1257125	3165261	2.52	0	921
scaffold_46	1222163	1798801	1.47	0	471
scaffold_47	1141902	1332493	1.17	0	207
scaffold_48	1095069	78911	0.07	0	45
scaffold_49	1086189	624327	0.57	0	118
scaffold_50	1081135	2770081	2.56	0	319
scaffold_51	998428	500700	0.50	0	129
scaffold_52	990424	10803876	10.91	0	249
scaffold_53	984522	276629	0.28	0	246
scaffold_54	970918	241178	0.25	0	265
scaffold_55	940026	4931042	5.25	0	575
scaffold_56	934443	628703	0.67	0	288
scaffold_57	930907	472338	0.51	0	64
scaffold_58	922701	7365333	7.98	0	400
scaffold_59	917863	160569	0.17	0	40
scaffold_60	912060	227378	0.25	0	128
scaffold_61	904647	4048069	4.47	0	1670
scaffold_62	884248	606016	0.69	0	81
scaffold_63	867928	161333	0.19	0	71
scaffold_64	841645	180810	0.21	0	117
scaffold_65	832083	113733	0.14	0	59
scaffold_66	826999	104892	0.13	0	47
scaffold_67	823448	14366088	17.45	0	328
scaffold_68	810612	952730	1.18	0	164
scaffold_69	793079	1486365	1.87	0	351
scaffold_70	782272	11319576	14.47	0	153
scaffold_71	766061	330243	0.43	0	113
scaffold_72	730958	472424	0.65	0	271
scaffold_73	720968	572576	0.79	0	356
scaffold_74	694750	379412	0.55	0	192
scaffold_75	682876	56539	0.08	0	35
scaffold_76	675224	348	0.00	0	1
scaffold_77	648781	3067374	4.73	0	463
scaffold_78	647957	532743	0.82	0	62
scaffold_79	644743	1213523	1.88	0	298
