chrom	length	bases	mean	min	max
chr1	434526931	7300672264	16.80	0	908
chr2	381225800	5985739043	15.70	0	478
chr3	268276564	4358202569	16.25	0	461
chr4	218045602	3599792793	16.51	0	486
chr5	142905876	2314258139	16.19	0	228
chr6	106938139	1676168527	15.67	0	337
chr7	42362139	510459472	12.05	0	259
chr8	34083018	412611046	12.11	0	271
chr9	30848814	500624330	16.23	0	548
chr10	28798323	385605369	13.39	0	187
chr11	28504944	422054845	14.81	0	254
chr12	23795472	266886697	11.22	0	173
chr13	19560250	328138229	16.78	0	110
chr14	16934482	183179267	10.82	0	166
chr15	16659334	171734897	10.31	0	466
chrZ	171188827	2752013208	16.08	0	1325
scaffold_17	8602431	1882706	0.22	0	62
scaffold_18	5896640	2127907	0.36	0	92
scaffold_19	3578573	5836768	1.63	0	114
scaffold_20	3463715	1884116	0.54	0	54
scaffold_21	2653684	504423	0.19	0	41
scaffold_22	2594236	485332	0.19	0	42
scaffold_23	2401630	123319	0.05	0	49
scaffold_24	2227603	362313	0.16	0	41
scaffold_25	2202738	470383	0.21	0	29
scaffold_26	2177833	907121	0.42	0	195
scaffold_27	2141302	1102260	0.51	0	76
scaffold_28	2117275	451277	0.21	0	41
scaffold_29	1993315	4408358	2.21	0	224
scaffold_30	1963441	137340	0.07	0	42
scaffold_31	1903766	5383695	2.83	0	102
scaffold_32	1891392	4695533	2.48	0	128
scaffold_33	1859776	378394	0.20	0	33
scaffold_34	1787999	870	0.00	0	4
scaffold_35	1751308	20734228	11.84	0	111
scaffold_36	1660000	1525971	0.92	0	74
scaffold_37	1534483	232761	0.15	0	34
scaffold_38	1527826	223639	0.15	0	25
scaffold_39	1505925	487817	0.32	0	27
scaffold_40	1478730	540093	0.37	0	45
scaffold_41	1436034	237262	0.17	0	39
scaffold_42	1377455	20880669	15.16	0	89
scaffold_43	1343551	191694	0.14	0	20
scaffold_44	1304300	4718250	3.62	0	62
scaffold_45	1257125	243950	0.19	0	31
scaffold_46	1222163	85269	0.07	0	33
scaffold_47	1141902	651388	0.57	0	53
scaffold_48	1095069	478585	0.44	0	58
scaffold_49	1086189	160398	0.15	0	72
scaffold_50	1081135	149480	0.14	0	50
scaffold_51	998428	67121	0.07	0	28
scaffold_52	990424	7826700	7.90	0	51
scaffold_53	984522	462579	0.47	0	48
scaffold_54	970918	855215	0.88	0	51
scaffold_55	940026	154137	0.16	0	38
scaffold_56	934443	14261	0.02	0	8
scaffold_57	930907	142603	0.15	0	30
scaffold_58	922701	8210254	8.90	0	156
scaffold_59	917863	56072	0.06	0	20
scaffold_60	912060	735066	0.81	0	53
scaffold_61	904647	3556805	3.93	0	215
scaffold_62	884248	160399	0.18	0	33
scaffold_63	867928	121439	0.14	0	37
scaffold_64	841645	430718	0.51	0	608
scaffold_65	832083	273319	0.33	0	28
scaffold_66	826999	99072	0.12	0	26
scaffold_67	823448	13385605	16.26	0	55
scaffold_68	810612	674544	0.83	0	52
scaffold_69	793079	54516	0.07	0	23
scaffold_70	782272	10818861	13.83	0	54
scaffold_71	766061	665556	0.87	0	67
scaffold_72	730958	62093	0.08	0	39
scaffold_73	720968	531556	0.74	0	44
scaffold_74	694750	537640	0.77	0	34
scaffold_75	682876	525097	0.77	0	51
scaffold_76	675224	852	0.00	0	4
scaffold_77	648781	71644	0.11	0	20
scaffold_78	647957	110915	0.17	0	16
scaffold_79	644743	56236	0.09	0	28
scaffold_80	643888	25412	0.04	0	28
scaffold_81	641836	255571	0.40	0	32
scaffold_82	641623	184756	0.29	0	47
scaffold_83	632156	142714	0.23	0	32
scaffold_84	618935	16623	0.03	0	10
scaffold_85	608512	55125	0.09	0	14
scaffold_86	599561	317707	0.53	0	52
scaffold_87	597950	211063	0.35	0	100
scaffold_88	593645	7918481	13.34	0	82
scaffold_89	589793	514196	0.87	0	59
scaffold_90	587799	211660	0.36	0	28
scaffold_91	579954	87529	0.15	0	34
scaffold_92	575435	6186	0.01	0	26
scaffold_93	574812	300	0.00	0	2
scaffold_94	573203	438532	0.77	0	44
scaffold_95	571820	4952835	8.66	0	136
scaffold_96	569116	129513	0.23	0	39
scaffold_97	566767	6595513	11.64	0	65
scaffold_98	562264	6987	0.01	0	10
scaffold_99	552607	1221308	2.21	0	161
scaffold_100	552600	273681	0.50	0	41
scaffold_101	551962	38262	0.07	0	16
scaffold_102	538660	2872423	5.33	0	102
scaffold_103	529121	58871	0.11	0	30
scaffold_104	524994	95405	0.18	0	24
scaffold_105	510983	6464	0.01	0	14
scaffold_106	487615	85331	0.17	0	46
scaffold_107	486710	4350360	8.94	0	48
scaffold_108	477535	86210	0.18	0	23
scaffold_109	476316	6890	0.01	0	25
scaffold_110	473572	18097	0.04	0	21
