chrom	length	bases	mean	min	max
chr1	434526931	7265379310	16.72	0	1870
chr2	381225800	5861227599	15.37	0	4395
chr3	268276564	4295043163	16.01	0	1499
chr4	218045602	3577936830	16.41	0	1588
chr5	142905876	2287085882	16.00	0	1954
chr6	106938139	1642265695	15.36	0	1835
chr7	42362139	513774452	12.13	0	955
chr8	34083018	416175339	12.21	0	730
chr9	30848814	514439748	16.68	0	1106
chr10	28798323	391164592	13.58	0	682
chr11	28504944	430134777	15.09	0	1627
chr12	23795472	265943188	11.18	0	2333
chr13	19560250	336985412	17.23	0	341
chr14	16934482	185887464	10.98	0	796
chr15	16659334	174457802	10.47	0	2395
chrZ	171188827	1505981676	8.80	0	3017
scaffold_17	8602431	46984587	5.46	0	1254
scaffold_18	5896640	784469	0.13	0	303
scaffold_19	3578573	2175229	0.61	0	841
scaffold_20	3463715	2947516	0.85	0	466
scaffold_21	2653684	8813288	3.32	0	910
scaffold_22	2594236	6389059	2.46	0	717
scaffold_23	2401630	475835	0.20	0	192
scaffold_24	2227603	10964154	4.92	0	87
scaffold_25	2202738	1476810	0.67	0	500
scaffold_26	2177833	487271	0.22	0	296
scaffold_27	2141302	1158144	0.54	0	1045
scaffold_28	2117275	21868188	10.33	0	828
scaffold_29	1993315	8172481	4.10	0	4194
scaffold_30	1963441	1673440	0.85	0	1693
scaffold_31	1903766	2513184	1.32	0	2438
scaffold_32	1891392	2757717	1.46	0	597
scaffold_33	1859776	1332297	0.72	0	356
scaffold_34	1787999	248	0.00	0	2
scaffold_35	1751308	10182040	5.81	0	54
scaffold_36	1660000	4247436	2.56	0	2969
scaffold_37	1534483	9916970	6.46	0	949
scaffold_38	1527826	21317324	13.95	0	1060
scaffold_39	1505925	10135814	6.73	0	71
scaffold_40	1478730	174234	0.12	0	85
scaffold_41	1436034	10485103	7.30	0	674
scaffold_42	1377455	10614600	7.71	0	43
scaffold_43	1343551	9557887	7.11	0	1403
scaffold_44	1304300	9364926	7.18	0	776
scaffold_45	1257125	3784013	3.01	0	1353
scaffold_46	1222163	384459	0.31	0	158
scaffold_47	1141902	2008924	1.76	0	477
scaffold_48	1095069	341047	0.31	0	1015
scaffold_49	1086189	4222498	3.89	0	218
scaffold_50	1081135	11473101	10.61	0	549
scaffold_51	998428	4137600	4.14	0	289
