chrom	length	bases	mean	min	max
chr1	434526931	6727052703	15.48	0	1442
chr2	381225800	5375926751	14.10	0	4101
chr3	268276564	3970203256	14.80	0	1330
chr4	218045602	3298123279	15.13	0	1999
chr5	142905876	2122304357	14.85	0	1891
chr6	106938139	1503627018	14.06	0	1294
chr7	42362139	464318233	10.96	0	781
chr8	34083018	376611614	11.05	0	1250
chr9	30848814	456136691	14.79	0	840
chr10	28798323	350806861	12.18	0	799
chr11	28504944	389195452	13.65	0	1466
chr12	23795472	232713651	9.78	0	1323
chr13	19560250	298969962	15.28	0	248
chr14	16934482	160235617	9.46	0	883
chr15	16659334	151819422	9.11	0	2298
chrZ	171188827	1376078326	8.04	0	2600
scaffold_17	8602431	42633802	4.96	0	1586
scaffold_18	5896640	572646	0.10	0	244
scaffold_19	3578573	1645303	0.46	0	642
scaffold_20	3463715	2728861	0.79	0	388
scaffold_21	2653684	7974036	3.00	0	783
scaffold_22	2594236	5782371	2.23	0	600
scaffold_23	2401630	366579	0.15	0	113
scaffold_24	2227603	10060327	4.52	0	75
scaffold_25	2202738	1429369	0.65	0	522
scaffold_26	2177833	410894	0.19	0	310
scaffold_27	2141302	1056069	0.49	0	905
scaffold_28	2117275	19724730	9.32	0	703
scaffold_29	1993315	6770414	3.40	0	3426
scaffold_30	1963441	1482178	0.75	0	1446
scaffold_31	1903766	2082180	1.09	0	1944
scaffold_32	1891392	2215898	1.17	0	628
scaffold_33	1859776	1130017	0.61	0	224
scaffold_34	1787999	1896	0.00	0	2
scaffold_35	1751308	8574133	4.90	0	87
scaffold_36	1660000	3752072	2.26	0	2733
scaffold_37	1534483	9031587	5.89	0	863
scaffold_38	1527826	19364853	12.67	0	951
scaffold_39	1505925	9254586	6.15	0	80
scaffold_40	1478730	157337	0.11	0	65
scaffold_41	1436034	9426995	6.56	0	536
scaffold_42	1377455	9013285	6.54	0	42
scaffold_43	1343551	8636225	6.43	0	1080
scaffold_44	1304300	8278719	6.35	0	665
scaffold_45	1257125	3664355	2.91	0	1098
scaffold_46	1222163	334305	0.27	0	108
scaffold_47	1141902	1614294	1.41	0	442
scaffold_48	1095069	300138	0.27	0	923
scaffold_49	1086189	3941923	3.63	0	249
scaffold_50	1081135	10687614	9.89	0	570
scaffold_51	998428	3708549	3.71	0	243
scaffold_52	990424	9048252	9.14	0	404
scaffold_53	984522	547366	0.56	0	1134
scaffold_54	970918	140411	0.14	0	116
scaffold_55	940026	16003547	17.02	0	938
scaffold_56	934443	633379	0.68	0	185
scaffold_57	930907	4634255	4.98	0	346
scaffold_58	922701	7456684	8.08	0	293
scaffold_59	917863	1716701	1.87	0	54
scaffold_60	912060	1215903	1.33	0	281
scaffold_61	904647	965740	1.07	0	82
scaffold_62	884248	5874529	6.64	0	59
scaffold_63	867928	273333	0.31	0	119
scaffold_64	841645	121813	0.14	0	101
scaffold_65	832083	123810	0.15	0	85
scaffold_66	826999	56864	0.07	0	26
scaffold_67	823448	12136174	14.74	0	275
scaffold_68	810612	678662	0.84	0	153
scaffold_69	793079	2612352	3.29	0	653
scaffold_70	782272	8767936	11.21	0	269
scaffold_71	766061	394281	0.51	0	164
scaffold_72	730958	408570	0.56	0	205
scaffold_73	720968	1520621	2.11	0	348
scaffold_74	694750	716337	1.03	0	368
scaffold_75	682876	153709	0.23	0	115
scaffold_76	675224	825	0.00	0	4
scaffold_77	648781	6305322	9.72	0	653
