chrom	length	bases	mean	min	max
chr1	434526931	7962682905	18.32	0	1231
chr2	381225800	6705015733	17.59	0	4320
chr3	268276564	4714331404	17.57	0	2374
chr4	218045602	3939037303	18.07	0	3939
chr5	142905876	2523985552	17.66	0	1550
chr6	106938139	1833284756	17.14	0	5434
chr7	42362139	566257349	13.37	0	938
chr8	34083018	546937030	16.05	0	2683
chr9	30848814	563841950	18.28	0	1524
chr10	28798323	432766482	15.03	0	3907
chr11	28504944	476891730	16.73	0	938
chr12	23795472	369380702	15.52	0	2577
chr13	19560250	367414860	18.78	0	657
chr14	16934482	204032362	12.05	0	762
chr15	16659334	239716797	14.39	0	2028
chrZ	171188827	3068184450	17.92	0	2032
total	1964654515	34513761365	17.57	0	5434
