chrom	length	bases	mean	min	max
chr1	434526931	7321882127	16.85	0	909
chr2	381225800	6024250577	15.80	0	1925
chr3	268276564	4372398730	16.30	0	794
chr4	218045602	3613769340	16.57	0	2108
chr5	142905876	2322260749	16.25	0	336
chr6	106938139	1688399461	15.79	0	2271
chr7	42362139	524732869	12.39	0	950
chr8	34083018	468248663	13.74	0	834
chr9	30848814	504024683	16.34	0	882
chr10	28798323	391734413	13.60	0	1297
chr11	28504944	425900347	14.94	0	538
chr12	23795472	284015677	11.94	0	468
chr13	19560250	329460926	16.84	0	1624
chr14	16934482	186707386	11.03	0	313
chr15	16659334	182647555	10.96	0	522
chrZ	171188827	2798171600	16.35	0	1315
total	1964654515	31438605103	16.00	0	2271
