chrom	length	bases	mean	min	max
chr1	434526931	7601179368	17.49	0	2743
chr2	381225800	6167927590	16.18	0	4580
chr3	268276564	4487905120	16.73	0	2898
chr4	218045602	3771633104	17.30	0	4230
chr5	142905876	2402156313	16.81	0	2271
chr6	106938139	1726446014	16.14	0	3663
chr7	42362139	559764300	13.21	0	2941
chr8	34083018	558361726	16.38	0	2904
chr9	30848814	534187379	17.32	0	1382
chr10	28798323	415796032	14.44	0	1429
chr11	28504944	453371230	15.91	0	4157
chr12	23795472	332798674	13.99	0	3641
chr13	19560250	350228972	17.91	0	766
chr14	16934482	193771679	11.44	0	834
chr15	16659334	216361670	12.99	0	2641
chrZ	171188827	1734030882	10.13	0	2887
total	1964654515	31505920053	16.04	0	4580
