chrom	length	bases	mean	min	max
chr1	434526931	9373567179	21.57	0	4602
chr2	381225800	7724300870	20.26	0	6995
chr3	268276564	5500007175	20.50	0	3731
chr4	218045602	4656982664	21.36	0	6274
chr5	142905876	2955647111	20.68	0	2645
chr6	106938139	2222200669	20.78	0	4645
chr7	42362139	720315465	17.00	0	2137
chr8	34083018	746834246	21.91	0	4449
chr9	30848814	738892828	23.95	0	2115
chr10	28798323	554944826	19.27	0	2201
chr11	28504944	591905241	20.77	0	6548
chr12	23795472	481116900	20.22	0	6326
chr13	19560250	490780767	25.09	0	1136
chr14	16934482	288711969	17.05	0	1127
chr15	16659334	308678273	18.53	0	3116
chrZ	171188827	2111602638	12.33	0	4032
total	1964654515	39466488821	20.09	0	6995
