chrom	length	bases	mean	min	max
chr1	434526931	27074151866	62.31	0	2633
chr2	381225800	22674710103	59.48	0	9291
chr3	268276564	16073189905	59.91	0	5239
chr4	218045602	13452441046	61.70	0	6829
chr5	142905876	8606208898	60.22	0	3824
chr6	106938139	6215665219	58.12	0	17091
chr7	42362139	1909036971	45.06	0	2654
chr8	34083018	1722871347	50.55	0	4457
chr9	30848814	1887373104	61.18	0	4258
chr10	28798323	1460286671	50.71	0	10053
chr11	28504944	1616098546	56.70	0	2576
chr12	23795472	1180252218	49.60	0	6140
chr13	19560250	1230151395	62.89	0	991
chr14	16934482	681678228	40.25	0	2064
chr15	16659334	740386096	44.44	0	3294
chrZ	171188827	10332620232	60.36	0	4826
total	1964654515	116857121845	59.48	0	17091
