chrom	length	bases	mean	min	max
chr1	434526931	7687105293	17.69	0	443
chr2	381225800	6330112177	16.60	0	757
chr3	268276564	4590374264	17.11	0	571
chr4	218045602	3775029357	17.31	0	1511
chr5	142905876	2430871697	17.01	0	268
chr6	106938139	1734065122	16.22	0	1823
chr7	42362139	532502607	12.57	0	453
chr8	34083018	501367176	14.71	0	1313
chr9	30848814	506151884	16.41	0	458
chr10	28798323	392715111	13.64	0	1214
chr11	28504944	431991868	15.15	0	212
chr12	23795472	278394510	11.70	0	472
chr13	19560250	326177839	16.68	0	1303
chr14	16934482	176004958	10.39	0	132
chr15	16659334	182093519	10.93	0	612
chrZ	171188827	2944671564	17.20	0	1864
total	1964654515	32819628946	16.71	0	1864
