chrom	length	bases	mean	min	max
chr1	434526931	6763735200	15.57	0	6136
chr2	381225800	5451150108	14.30	0	4104
chr3	268276564	3987729223	14.86	0	2201
chr4	218045602	3336506861	15.30	0	6349
chr5	142905876	2134580991	14.94	0	1896
chr6	106938139	1517768281	14.19	0	6820
chr7	42362139	483736279	11.42	0	1340
chr8	34083018	484064153	14.20	0	2485
chr9	30848814	459040861	14.88	0	1083
chr10	28798323	359619541	12.49	0	1123
chr11	28504944	396737186	13.92	0	3446
chr12	23795472	280942939	11.81	0	5187
chr13	19560250	299825193	15.33	0	520
chr14	16934482	162369556	9.59	0	908
chr15	16659334	176521526	10.60	0	2388
chrZ	171188827	1513542082	8.84	0	2599
total	1964654515	27807869980	14.15	0	6820
